"name","id"
"Kalopanax pictus bark","ev:E00745"
"Karonin","ev:E00193"
"Kasseki","ev:E00192"
"Kava","ev:E00770"
"Keishi","ev:E00249"
"KINO","ev:E00747"
"Kippi","ev:E00194"
"Knoxia valerianoides root","ev:E00408"
"Kobei","ev:E00251"
"Kochia scoparia fruit","ev:E00364"
"Kochia sieversiana fruit","ev:E00707"
"Koi","ev:E00250"
"La Pacho","ev:E00799"
"Labdanum oil","ev:E00671"
"Lapis chloriti","ev:E00548"
"Lappula echinata fruit","ev:E00626"
"Lard","ev:E00042"
"Large gentian root","ev:E00280"
"Lavandin oil","ev:E00555"
"Lavender","ev:E00827"
"Lavender oil","ev:E00554"
"Lavender oil spike","ev:E00729"
"Leech","ev:E00510"
"Lemon balm","ev:E00831"
"Lemon grass","ev:E00830"
"Lemon oil","ev:E00240"
"Lemon tincture","ev:E00240"
"Lemon verbena","ev:E00811"
"Leonuri herba","ev:E00201"
"Leonurus fruit","ev:E00706"
"Leonurus herb","ev:E00201"
"Lepidium seed","ev:E00293"
"Lepisori herba","ev:E00480"
"Lepisorus herb","ev:E00480"
"Leporidae feces","ev:E00511"
"Licopi herba","ev:E00472"
"Licorice","ev:E00027"
"Ligustici rhizoma","ev:E00223"
"Ligusticum root and rhizome","ev:E00223"
"Ligusticum sinense rhizome","ev:E00675"
"Ligusticum sinese rhizome","ev:E00223"
"Ligusticum tenuissimum root and rhizome","ev:E00676"
"Ligustrum lucidum fruit","ev:E00337"
"Lilium bulb","ev:E00187"
"Lily bulb","ev:E00187"
"Lime oil","ev:E00558"
"Lime tree flower","ev:E00828"
"Limonit","ev:E00542"
"Limonitum","ev:E00542"
"Linden flower","ev:E00828"
"Lindera root","ev:E00070"
"Lini semen","ev:E00446"
"Linum usitatissimum seed","ev:E00446"
"Liquidambar formosana fruit","ev:E00365"
"Liquidambar formosana fruit resin","ev:E00589"
"Liquidambar orientalis balsam","ev:E00503"
"Liquorice","ev:E00027"
"Litchi chinensis seed","ev:E00440"
"Litchi semen","ev:E00440"
"Lithospermum root","ev:E00035"
"Loess","ev:E00549"
"Longan aril","ev:E00202"
"Longan arillus","ev:E00202"
"Longgu","ev:E00168"
"Lonicera flower","ev:E00207"
"Lonicera flower bud","ev:E00207"
"Lonicera leaf and stem","ev:E00143"
"Lonicerae flos","ev:E00207"
"Lophatherum gracile herb","ev:E00484"
"Loquat leaf","ev:E00151"
"Lumbricus","ev:E00209"
"Luppuli strobilus","ev:E00846"
"Lycii folium","ev:E00323"
"Lycium bark","ev:E00108"
"Lycium fruit","ev:E00081"
"Lycium leaf","ev:E00323"
"Lycopus lucidus herb","ev:E00472"
"Lycoris radiata bulb","ev:E00851"
"Lysimachia foenum-graecum herb","ev:E00477"
"Lysimachiae herba","ev:E00477"
"Maca","ev:E00816"
"Macrotomiae radix","ev:E00035"
"Madagascar periwinkle","ev:E00404"
"Madder root","ev:E00286"
"Magnetite","ev:E00277"
"Magnolia bark","ev:E00092"
"Magnolia denudata flower bud","ev:E00565"
"Magnolia flower","ev:E00117"
"Magnolia flower bud","ev:E00117"
"Magnolia salicifolia flower bud","ev:E00564"
"Maidenhair tree","ev:E00760"
"Maitake","ev:E00815"
"Male seal sex organ","ev:E00296"
"Mallotus bark","ev:E00033"
"Mallow flowers","ev:E00763"
"Malt","ev:E00255"
"Malt extract","ev:E00041"
"Malt extract","ev:E00250"
"Manis pentadactyla cuirass","ev:E00377"
"Mantidae mantis egg-case","ev:E00288"
"Margarita","ev:E00523"
"Margosa","ev:E00793"
"Marigold","ev:E00772"
"Marshmallow","ev:E00817"
"Maypop","ev:E00801"
"Medicated leaven","ev:E00279"
"Melastoma candidum shaft and root","ev:E00749"
"Melia bark","ev:E00265"
"Melia fruit","ev:E00317"
"Meliae fructus","ev:E00317"
"Melilot","ev:E00823"
"Melilot extract","ev:E00016"
"Melilotus suaveolens fruit","ev:E00710"
"Menispermum dauricum rhizome","ev:E00665"
"Mentha herb","ev:E00045"
"Mentha oil","ev:E00048"
"Mica mineral clay","ev:E00541"
"Milfoil","ev:E00824"
"Milk","ev:E00842"
"Milk thistle","ev:E00822"
"Millettia dielsiana stem","ev:E00640"
"Millettia nitida stem","ev:E00639"
"Mistletoe","ev:E00821"
"Momordica cochinchinensis seed","ev:E00435"
"Momordica grosvenori fruit","ev:E00463"
"Momordicae fructus","ev:E00463"
"Momordicae semen","ev:E00435"
"Monodon monoceros maxillary incisor","ev:E00643"
"Mori fructus","ev:E00456"
"Morinda root","ev:E00304"
"Morus alba shoot","ev:E00394"
"Morus alba syncarp","ev:E00456"
"Morus leaf","ev:E00366"
"Moutan bark","ev:E00158"
"Mulberry","ev:E00819"
"Mulberry bark","ev:E00124"
"Mullein","ev:E00820"
"Mume flos","ev:E00488"
"Mume fructus","ev:E00218"
"Musk","ev:E00278"
"Mussaenda root","ev:E00608"
"Mylabris","ev:E00532"
"Myrica bark","ev:E00212"
"Myrica rubra bark","ev:E00212"
"Myricae cortex","ev:E00212"
"Myricae cortex pulveratus","ev:E00212"
"Myristicae semen","ev:E00219"
"Myrobalan","ev:E00206"
"Myrobalan fruit","ev:E00206"
"Myrrh","ev:E00313"
"Myrrh oil","ev:E00677"
"Nandina fruit","ev:E00217"
"Nandinae fructus","ev:E00217"
"Nardostachys root","ev:E00262"
"Nardostachytis rhizoma","ev:E00262"
"Natto","ev:E00857"
"Neem","ev:E00793"
"Nelumbinis stamen","ev:E00494"
"Nelumbo leaf","ev:E00367"
"Nelumbo nucifera stamen","ev:E00494"
"Nelumbo seed","ev:E00171"
"Neroli oil","ev:E00553"
"Nettle","ev:E00795"
"Ningpo figwort root","ev:E00204"
"Notopterygium rhizome","ev:E00079"
"Nuphar rhizome","ev:E00120"
"Nutmeg","ev:E00219"
"Nutmeg oil","ev:E00680"
"Nux vomica","ev:E00028"
"Nux vomica extract","ev:E00184"
"Nux vomica tincture","ev:E00050"
"Oak bark","ev:E00200"
"Oakmoss oil","ev:E00681"
"Oats","ev:E00766"
"Ocimum herb","ev:E00633"
"Ohi","ev:E00190"
"Olibanum oil","ev:E00682"
"Olibanum oil","ev:E00716"
"Olive","ev:E00767"
"Omphalia","ev:E00508"
"Ophiopogon tuber","ev:E00145"
"Opium","ev:E00017"
"Opium tincture","ev:E00233"
"Orange flower oil","ev:E00553"
"Orange flowers","ev:E00768"
"Orange oil","ev:E00039"
"Orange peel bitter","ev:E00031"
"Orange peel tincture","ev:E00051"
"Orange peel tincture sweet","ev:E00051"
"Oregano oil Spanish","ev:E00687"
"Oriental arborvitae kernel","ev:E00302"
"Oriental bezoar","ev:E00093"
"Origanum oil","ev:E00687"
"Orixa japonica root","ev:E00607"
"Oroxyli semen","ev:E00461"
"Oroxylum indicum seed","ev:E00461"
"Orpiment","ev:E00543"
"Orpimentum","ev:E00543"
"Orris oil","ev:E00717"
"Osbeckia chinensis herb","ev:E00631"
"Osmanthus","ev:E00718"
"Osmorhiza rhizome","ev:E00226"
"Osmorhizae rhizoma","ev:E00226"
"Osmunda rhizome","ev:E00604"
"Otogiriso","ev:E00326"
"Ottelia alismoides herb","ev:E00469"
"Otteliae herba","ev:E00469"
"Oyster shell","ev:E00159"
"Palmarosa oil","ev:E00719"
"Panacis notoginseng radix","ev:E00372"
"Panax ginseng root","ev:E00142"
"Panax notoginseng root","ev:E00372"
"Panax quinquefolius root","ev:E00406"
"Panax rhizome","ev:E00130"
"Paraguay tea","ev:E00818"
"Passiflora extact","ev:E00258"
"Passionflower","ev:E00801"
"Patchouli oil","ev:E00720"
"Patrinia villosa root","ev:E00373"
"Pau D'Arco","ev:E00799"
"Peach kernel","ev:E00139"
"Pearl","ev:E00523"
"Pelargonium root","ev:E00835"
"Penthorum chinense herb","ev:E00753"
"Peony root","ev:E00110"
"Peppermint","ev:E00045"
"Peppermint","ev:E00810"
"Peppermint oil","ev:E00241"
"Perilla fruit","ev:E00224"
"Perilla frutescens fruit","ev:E00224"
"Perilla herb","ev:E00126"
"Perillae fructus","ev:E00224"
"Periploca sepium root bark","ev:E00374"
"Persimmon calyx","ev:E00203"
"Persimmon calyx","ev:E00203"
"Petitgrain bigarade oil","ev:E00721"
"Petitgrain oil","ev:E00721"
"Peucedani radix","ev:E00196"
"Peucedanum root","ev:E00196"
"Pharagmitis rhizoma","ev:E00417"
"Pharbitis seed","ev:E00087"
"Phaseoli semen","ev:E00450"
"Phellodendron bark","ev:E00063"
"Phlomis maximowiczii Lamium album root","ev:E00702"
"Phlomis umbrosa root","ev:E00701"
"Photinia serrulata leaf","ev:E00482"
"Phragmites communis rhizome and stem","ev:E00417"
"Phyllostachys leaf","ev:E00636"
"Physalis alkekengi root and rhizoma","ev:E00429"
"Physalitis rhizoma et radix","ev:E00429"
"Phytolacca esculenta root","ev:E00392"
"Picrasma wood","ev:E00141"
"Picrorhiza rhizome","ev:E00375"
"Pimento berry oil","ev:E00722"
"Pine oil","ev:E00723"
"Pinellia tuber","ev:E00148"
"Piper cubeba fruit","ev:E00449"
"Piper wallichii stem with leaf","ev:E00497"
"Piperis wallichii caulis","ev:E00497"
"Pistacia khinjuk gum resin","ev:E00504"
"Pistiae herba","ev:E00475"
"Plant worm","ev:E00300"
"Plantago herb","ev:E00112"
"Plantago herb extract","ev:E00248"
"Plantago seed","ev:E00046"
"Platycladus orientalis branch","ev:E00376"
"Platycodon fluidextract","ev:E00178"
"Platycodon root","ev:E00075"
"Platypleura kaempferi larva","ev:E00642"
"Plau-noi","ev:E00405"
"Plectranthi herba","ev:E00215"
"Pleione pseudobulb","ev:E00409"
"Podophyllum","ev:E00231"
"Podophylum rhizome","ev:E00231"
"Pogostemon herb","ev:E00188"
"Poison oak extract","ev:E00043"
"Polistes Vespa and Vespula nest","ev:E00535"
"Polyethylene terephthalate","ev:E00855"
"Polygala japonica herb","ev:E00630"
"Polygala root","ev:E00064"
"Polygonati odorati rhizoma","ev:E00352"
"Polygonatum rhizome","ev:E00176"
"Polygonum cuspidatum root","ev:E00268"
"Polygonum herb","ev:E00478"
"Polygonum root","ev:E00071"
"Polyporus mylittae sclerotium","ev:E00508"
"Polyporus sclerotium","ev:E00133"
"Poria sclerotium","ev:E00153"
"Porites nigrescens skeleton","ev:E00547"
"Portulaca oleracea herb","ev:E00467"
"Portulacae herba","ev:E00467"
"Potentilla chinensis herb or root","ev:E00755"
"Potentilla discolor herb","ev:E00473"
"Potentilla paradoxa herb","ev:E00741"
"Prepared soybean","ev:E00282"
"Primrosa","ev:E00809"
"Prinsepia uniflora putamen","ev:E00460"
"Prinsepiae semen","ev:E00460"
"Processed aconitum carmicha daughter root","ev:E00154"
"Processed aconitum carmicha daughter root","ev:E00572"
"Processed aconitum carmicha daughter root","ev:E00573"
"Processed aconitum carmicha daughter root","ev:E00574"
"Processed aconitum japonicum tuberous root","ev:E00579"
"Processed changium smyrnioides root","ev:E00421"
"Processed ginger","ev:E00074"
"Processed panax ginseng root","ev:E00672"
"Protohermes grandis larva","ev:E00536"
"Protohermis vermiculus","ev:E00536"
"Prunella spike","ev:E00065"
"Pruni jamasakura cortex","ev:E00190"
"Prunus humilis Prunus japonica seed","ev:E00442"
"Prunus mume","ev:E00218"
"Prunus mume flower bud","ev:E00488"
"Prunus tomentosa Prunus triloba seed","ev:E00623"
"Pseudolari cortex","ev:E00496"
"Pseudolarix kaempferi bark","ev:E00496"
"Pseudostellaria heterophylla tuberous root","ev:E00412"
"Pseudostellariae radix","ev:E00412"
"Psoralea seed","ev:E00330"
"Psylla","ev:E00780"
"Pterocarpus resin","ev:E00747"
"Pueraria flower","ev:E00487"
"Pueraria root","ev:E00067"
"Puerariae flos","ev:E00487"
"Pulsatilla root","ev:E00378"
"Pulsatillae radix","ev:E00378"
"Pumice stone","ev:E00546"
"Pumpkin seed","ev:E00802"
"Punica granatum bark or root bark","ev:E00495"
"Punica granatum fruit peel","ev:E00379"
"Pyrethrum extract","ev:E00185"
"Pyrola herb","ev:E00476"
"Pyrola herb","ev:E00632"
"Pyrolae herba","ev:E00476"
"Pyrrosia leaf","ev:E00283"
"Querci folium","ev:E00485"
"Quercus acutissima bark","ev:E00200"
"Quercus bark","ev:E00200"
"Quercus cortex","ev:E00200"
"Quercus infectoria galls","ev:E00506"
"Quercus salicina extract","ev:E00020"
"Quercus salicina leaf","ev:E00485"
"Quisqualis fruit","ev:E00276"
"Rabdosia herb","ev:E00215"
"Rangoon creeper fruit","ev:E00276"
"Raphanus sativus seed","ev:E00380"
"Raspberry","ev:E00837"
"Raspberry leaf","ev:E00826"
"Rauwolfia extract","ev:E00232"
"Rauwolfia serpentina","ev:E00232"
"Realgar","ev:E00544"
"Red ginseng","ev:E00090"
"Red ginseng","ev:E00090"
"Red ginseng","ev:E00673"
"Red sorrel","ev:E00798"
"Rehmannia root","ev:E00107"
"Rehmanniae radix","ev:E00107"
"Rehmanniae radix pulverata","ev:E00107"
"Resina pistacia","ev:E00504"
"Rhaponticum uniflorum root","ev:E00617"
"Rheum compactum Rheum franzenbachii, Rheum collinianum rhizome","ev:E00688"
"Rheum coreanum rhizome","ev:E00679"
"Rheum emodi Rheum spiciforme rhizome","ev:E00686"
"Rheum officinale rhizome","ev:E00678"
"Rheum palmatum Rheum tanguticum rhizome","ev:E00127"
"Rheum rhaponticum rhizome","ev:E00685"
"Rheum undulatum rhizome","ev:E00684"
"Rhinoceros bicornis Rhinoceros simus, Rhinoceros sumatrensis horn","ev:E00588"
"Rhinoceros unicornis Rhinoceros sondaicus horn","ev:E00336"
"Rhizoma anemone","ev:E00407"
"Rhododendron leaf","ev:E00635"
"Rhus verniciflua tree sap","ev:E00381"
"Rice starch","ev:E00040"
"Ricini semen","ev:E00452"
"Ricinus communis seed","ev:E00452"
"Roman chamomile oil","ev:E00724"
"Rooibos","ev:E00829"
"Rosa laevigata fruit","ev:E00382"
"Rosa rugosa flower bud","ev:E00492"
"Rosae rugosae flos","ev:E00492"
"Rose","ev:E00832"
"Rose fruit","ev:E00059"
"Rose hip","ev:E00833"
"Rose oil","ev:E00242"
"Rose otto","ev:E00242"
"Rosemary","ev:E00834"
"Rosemary oil","ev:E00725"
"Rosewood oil","ev:E00247"
"Rosin","ev:E00172"
"Rosskastanien extract","ev:E00261"
"Rubia root","ev:E00286"
"Rush","ev:E00299"
"Ryuganniku","ev:E00202"
"Saccharum granorum","ev:E00250"
"Safflower","ev:E00089"
"Saffron","ev:E00003"
"Sage","ev:E00783"
"Sage oil","ev:E00726"
"Sage oil","ev:E00738"
"Saicha","ev:E00254"
"Saiga tatarica horn","ev:E00514"
"Salvia root","ev:E00290"
"Sandalwood","ev:E00309"
"Sandalwood oil","ev:E00727"
"Sangre de Dragon","ev:E00836"
"Sanguisorba root","ev:E00291"
"Sanguisorbae radix","ev:E00291"
"Santonica","ev:E00400"
"Sanzashi","ev:E00195"
"Saposhnikovia root","ev:E00157"
"Sappan wood","ev:E00125"
"Sargassum herb","ev:E00333"
"Sargentodoxa cuneata stem","ev:E00641"
"Saussurea root","ev:E00164"
"Saw palmetto","ev:E00785"
"Saxifraga stolonifera herb","ev:E00350"
"Schisandra fruit","ev:E00096"
"Schizonepeta spike","ev:E00083"
"Scilla scilloides bulb","ev:E00615"
"Scolopendra","ev:E00528"
"Scopolia extract","ev:E00022"
"Scopolia rhizome","ev:E00173"
"Scorpion","ev:E00512"
"Scrophularia root","ev:E00204"
"Scroplulariae radix","ev:E00204"
"Scutellaria barbata herb","ev:E00390"
"Scutellaria root","ev:E00062"
"Sea kelp","ev:E00806"
"Seahorse","ev:E00297"
"Selaginella tamariscina herb","ev:E00474"
"Selaginellae herba","ev:E00474"
"Semiaquilegia adoxoides root","ev:E00411"
"Semiaquilegiae radix","ev:E00411"
"Senega","ev:E00024"
"Senna","ev:E00012"
"Senna extract","ev:E00012"
"Senna fruit","ev:E00227"
"Senna leaf","ev:E00122"
"Senna pods","ev:E00227"
"Sennae fructus","ev:E00227"
"Sepia esculenta Hoyle","ev:E00521"
"Sepiae os","ev:E00521"
"Serratula chinensis rhizome","ev:E00697"
"Sesame","ev:E00252"
"Sesami semen","ev:E00252"
"Setariae semen","ev:E00863"
"Shobaku","ev:E00253"
"Shrub chaste tree fruit","ev:E00213"
"Siberian ginseng","ev:E00180"
"Sichuan-pepper","ev:E00295"
"Silene herb","ev:E00748"
"Silkworm feces","ev:E00529"
"Sinomenium stem","ev:E00155"
"SJW","ev:E00784"
"Smilax rhizome","ev:E00101"
"Soft shell turtle carapace","ev:E00225"
"Solegnathus hardwickii","ev:E00518"
"Somali myrrh","ev:E00313"
"Sonchus brachyotus herb","ev:E00591"
"Sonchus oleraceus Ixeris chinensis, Paraixeris denticulata herb","ev:E00592"
"Sophora japoinca flower","ev:E00221"
"Sophora japonica flower bud","ev:E00221"
"Sophora root","ev:E00082"
"Sophora subprostrata root","ev:E00222"
"Sophorae flos","ev:E00221"
"Sophorae subprostratae radix","ev:E00222"
"Soy bean","ev:E00786"
"Sparganium tuber","ev:E00275"
"Spatholobus suberectus Mucuna birdwoodiana stem","ev:E00498"
"Spearmint oil","ev:E00728"
"Speranskia herb","ev:E00361"
"Sphaeropteris lepifera rhizome","ev:E00606"
"Spike oil","ev:E00729"
"Spirodela polyrrhiza herb","ev:E00475"
"Spiroelae herba","ev:E00475"
"Sprouted soybeans","ev:E00341"
"St. John's wort","ev:E00784"
"Star anise","ev:E00289"
"Star anise oil","ev:E00236"
"Star anise oil","ev:E00713"
"Starch rice","ev:E00040"
"Stellaria dichotoma root","ev:E00422"
"Stellaria media herb","ev:E00466"
"Stellariae herba","ev:E00466"
"Stellera chamaejasme root","ev:E00601"
"Stemona root","ev:E00415"
"Stemonae radix","ev:E00415"
"Stephaura cepharantha Hayata extraction alkaloid","ev:E00260"
"Sterculia seed","ev:E00448"
"Sterculiae semen","ev:E00448"
"Stiff silkworm","ev:E00308"
"Stinging nettle","ev:E00795"
"Stink bug","ev:E00537"
"Strobilanthes nemorosus root","ev:E00695"
"Struthiopteris niponica rhizome","ev:E00605"
"Styrax","ev:E00503"
"Styrax liquidus","ev:E00503"
"Sumac gallnut","ev:E00271"
"Sweet almond oil","ev:E00235"
"Sweet basil oil","ev:E00244"
"Sweet hydrangea leaf","ev:E00054"
"Swertia herb","ev:E00030"
"Syngnathoides biaculeatus","ev:E00647"
"Syngnathus acus","ev:E00648"
"Tabanus","ev:E00531"
"Tagetes oil","ev:E00730"
"Talc","ev:E00711"
"Talcum crystallinum","ev:E00192"
"Taraxacum root","ev:E00346"
"Tea tree","ev:E00791"
"Tennansho","ev:E00199"
"Termeric","ev:E00069"
"Terra flava usta","ev:E00549"
"Tetragoniae herba","ev:E00470"
"Tetrapanax papyriferus stem","ev:E00395"
"Theae folium","ev:E00254"
"Thlaspi arvense herb","ev:E00590"
"Thorn apple leaf","ev:E00859"
"Thuja oil","ev:E00656"
"Thyme","ev:E00787"
"Thyme oil","ev:E00731"
"Tiger beetle","ev:E00532"
"Tiger skeleton","ev:E00526"
"Tigridis os","ev:E00526"
"Tikujyo","ev:E00198"
"Tinospora tuberous root","ev:E00418"
"Tinosporae radix","ev:E00418"
"Toad venom","ev:E00121"
"Tobacco","ev:E00841"
"Tobacco oil","ev:E00732"
"Tolu balsam","ev:E00234"
"Tolu balsam oil","ev:E00234"
"Tolu balsam tincture","ev:E00239"
"Torilis japonica fruit","ev:E00624"
"Torreya grandis seed","ev:E00457"
"Torreyae semen","ev:E00457"
"Tortoise plastron","ev:E00263"
"Trachycarpus fortunei leaf","ev:E00354"
"Tragacanth","ev:E00005"
"Trapae fructus","ev:E00220"
"Tremolite","ev:E00351"
"Tribulus fruit","ev:E00109"
"Trichosanthes fruit","ev:E00864"
"Trichosanthes root","ev:E00073"
"Trichosanthes root","ev:E00073"
"Trichosanthes root","ev:E00700"
"Trichosanthes seed","ev:E00193"
"Trichosanthis semen","ev:E00193"
"Tritici semen","ev:E00253"
"Trogopterus feces","ev:E00272"
"Tryptophan-linked polyvinyl alcohol","ev:E00854"
"Tulipa edulis bulb","ev:E00596"
"Turmeric rhizome","ev:E00069"
"Turpentine oil","ev:E00734"
"Turtle shell","ev:E00263"
"Tussilago farfara flower bud","ev:E00345"
"Typha pollen","ev:E00312"
"Typhonium giganteum corm","ev:E00581"
"Ulmi pasta","ev:E00505"
"Uncaria hook","ev:E00132"
"Unionidae shell","ev:E00649"
"Uva ursi fluidextract","ev:E00175"
"Vaccaria pyramidata seed","ev:E00391"
"Vaccinium vitis-idaea leaf","ev:E00483"
"Valerian rhizome","ev:E00318"
"Vegetative wasp","ev:E00300"
"Veratrum root","ev:E00396"
"Verbena officinalis herb","ev:E00465"
"Verbenae herba","ev:E00465"
"Vespertilionum faeces","ev:E00513"
"Vetiver oil","ev:E00735"
"Vigna angularis seed","ev:E00450"
"Viola harb","ev:E00464"
"Viperidae Agkistrodon halys organ","ev:E00515"
"Viscum stem","ev:E00339"
"Vispae nidus","ev:E00535"
"Vitex fruit","ev:E00213"
"Viticis fructus","ev:E00213"
"Vitis-idaea","ev:E00483"
"Vladimiria souliei root","ev:E00699"
"Wakyoukatsu","ev:E00844"
"Walnut","ev:E00270"
"Water chestnut","ev:E00220"
"Wax white","ev:E00038"
"Wax Yellow","ev:E00037"
"Wedelia chinensis herb","ev:E00743"
"Wedelia prostrata herb","ev:E00742"
"Wheat seed","ev:E00253"
"White beeswax","ev:E00038"
"White pepper","ev:E00704"
"White Willow","ev:E00814"
"Wild cherry bark extract","ev:E00570"
"Willow","ev:E00814"
"Wintergreen oil","ev:E00736"
"Witch hazel","ev:E00762"
"Woodwardia rhizome","ev:E00603"
"Woodwardia unigemmata Woodwardia japonica rhizome","ev:E00598"
"Wormseed","ev:E00400"
"Xanthium fruit","ev:E00340"
"Xylocopa","ev:E00538"
"Xylocopidae","ev:E00538"
"Xylotropes dichotomus","ev:E00243"
"Yakumoso","ev:E00201"
"Yarrow","ev:E00824"
"Yellow beewax","ev:E00037"
"Yew","ev:E00403"
"Ylang Ylang oil","ev:E00737"
"Zanthoxylum ailanthoides bark","ev:E00744"
"Zanthoxylum fruit","ev:E00104"
"Zanthoxylum schinifolium fruit","ev:E00295"
"Zaocys dhumnades","ev:E00645"
"Zedoary","ev:E00066"
"Zenko","ev:E00196"
"Zentai","ev:E00197"
"Zinc ore","ev:E00539"